user_ID,Name,Age,Gender,City,Education_Level,Monthly_Income,Marrige_Status,Date_of_order,Product_order_count,Order_Amount_INR,Wallet_Balance_INR,Total_Order_INR
4807,Arjun Yadav,32,Male,Delhi,Graduate,60580,,13-08-2025,2,8806,20546,17502
4808,,25,Female,Hyderabad,Postgrad,61652,,06-09-2025,2,12614,23441,23097
4809,,19,Male,Delhi,Postgrad,60591,Single,23-02-2024,2,5648,23692,10817
4810,,39,Male,Delhi,12th,42718,Single,13-05-2025,3,2982,13816,9592
4811,,34,Male,Ahmedabad,Graduate,75242,Single,30-08-2024,1,21590,35724,20635
4812,,39,Female,Delhi,Postgrad,84385,Married,11-07-2023,4,8172,24134,29390
4813,,34,Male,Delhi,10th,34080,Divorced,25-12-2023,1,,16564,5321
4814,,33,Female,Lucknow,,20258,Single,23-08-2024,0,107,10794,100
4815,,31,Male,Mumbai,Graduate,45247,,31-10-2024,4,4780,16181,21627
4816,Karan Jain,28,Male,,10th,41156,Married,28-01-2025,4,6237,16068,22834
4817,,32,Male,Pune,Postgrad,73317,Single,25-11-2024,1,10224,21658,15833
4818,,26,,Ahmedabad,12th,29963,Single,02-01-2024,2,4951,,9600
4819,,23,Male,Delhi,,33283,Single,24-07-2025,2,198,,412
4820,,27,Male,Delhi,Postgrad,,Single,12-06-2024,4,7916,24358,26620
4821,,36,Female,Chennai,Postgrad,91450,Married,13-10-2024,8,5481,31111,43095
4822,,,Male,Ahmedabad,12th,40081,Married,24-03-2023,1,7593,8068,7319
4823,,22,Female,Ahmedabad,,30586,Single,,0,7800,15178,6373
4824,,32,Female,Delhi,Graduate,52908,Single,20-03-2023,2,10054,16623,21167
4825,Nikhil Singh,27,Male,,Postgrad,80166,Single,28-06-2023,4,8501,26945,35123
4826,,32,Male,Delhi,Graduate,59482,Single,02-01-2023,,17796,18822,17289
4827,,34,,,Postgrad,,Single,24-06-2024,3,8020,20904,28363
4828,,32,Male,Delhi,Graduate,62199,Single,21-12-2023,2,,20114,19725
4829,,,Female,Mumbai,12th,41722,Single,23-09-2025,5,2548,13435,14802
4830,,,Female,Lucknow,Graduate,73377,Single,29-06-2023,0,16795,29696,14838
4831,,33,Female,Delhi,Postgrad,82970,Single,,4,6364,,30869
4832,,29,Male,Kolkata,Graduate,44374,Single,06-04-2023,,,,10649
4833,,,Female,Hyderabad,12th,49910,Married,26-06-2025,4,4940,15291,17070
4834,,31,Female,Delhi,Postgrad,69704,Single,26-08-2025,4,7518,22253,32026
4835,Karan Jain,27,Male,Delhi,Graduate,60656,Single,12-04-2024,2,6659,21882,15334
4836,Sneha Yadav,20,Female,Hyderabad,12th,35932,Married,26-02-2025,3,3333,16048,10560
4837,,33,Male,Ahmedabad,12th,27402,Single,20-11-2025,2,9489,8615,16640
4838,Nikhil Agarwal,33,Male,,Graduate,54627,Single,21-04-2024,2,7419,21031,15165
4839,,18,Male,Mumbai,10th,37718,Single,11-07-2023,3,4990,19749,14324
4840,,32,Male,,Graduate,66505,Single,27-12-2023,4,5004,31817,17462
4841,Priya Agarwal,39,Female,Bengaluru,12th,44830,Single,,3,5016,11153,13013
4842,,23,Male,Delhi,12th,35778,Single,23-12-2025,2,4578,15074,11120
4843,,29,Male,Delhi,,46355,Single,15-10-2024,3,2228,13466,9719
4844,,28,Male,,Postgrad,76237,Single,21-05-2023,5,5817,,27895
4845,,38,Male,Delhi,Graduate,60766,Single,22-10-2023,3,5886,18567,21904
4846,,35,Male,Kolkata,Graduate,56962,Single,31-12-2024,2,9405,26066,19004
4847,,24,Male,Lucknow,12th,42020,,19-08-2023,1,16624,18959,16891
4848,Meera Kansal,31,Female,Hyderabad,10th,298157,Married,18-09-2023,1,1645,106863,1780
4849,,42,Male,Mumbai,Graduate,60246,Married,08-04-2025,2,11803,,19717
4850,Pooja Kansal,26,,Delhi,Graduate,65600,Married,26-04-2024,3,9072,19359,27989
4851,,29,Male,Delhi,10th,45013,Single,08-10-2024,,,14981,8944
4852,,32,Female,Jaipur,Graduate,55859,Single,03-12-2023,2,,,17171
4853,,26,,Delhi,10th,23199,,01-11-2024,,6981,7941,7300
4854,,39,Male,Jaipur,12th,44743,Married,30-01-2025,4,5494,15630,22649
4855,,26,Male,Delhi,Postgrad,81749,Single,28-02-2025,0,22996,33940,19650
4856,,,Female,,Graduate,32108,Single,10-06-2024,2,1458,,3076
4857,,26,Male,Kolkata,Postgrad,69431,Single,04-12-2023,1,18696,18360,19301
4858,,33,Female,Delhi,Graduate,58024,Single,27-03-2023,5,5000,21514,24051
4859,,25,Male,Delhi,10th,41088,Single,27-01-2023,1,12484,15854,12462
4860,Rohit Mehta,31,Male,Delhi,Graduate,53240,Single,02-04-2024,3,4485,18187,13546
4861,,32,Male,Pune,12th,40784,Married,08-07-2023,1,12068,16002,14458
4862,,22,Female,Bengaluru,,35424,Single,13-05-2023,3,6216,9600,15656
4863,,26,Male,Delhi,Graduate,58822,,01-04-2025,1,15348,22617,17310
4864,,,Female,Delhi,10th,36636,Single,16-05-2024,2,4704,20647,9029
4865,,33,Female,,10th,28607,Single,25-04-2025,2,,9933,11074
4866,Vikram Singh,26,Male,,Postgrad,91368,Married,19-01-2023,4,10342,31358,38029
4867,Aman Gupta,30,Male,Kolkata,Graduate,43068,Single,26-03-2023,1,6633,11685,5989
4868,Arjun Singh,27,,Hyderabad,Graduate,53249,Single,24-02-2024,2,4443,23140,8246
4869,,33,Male,Kolkata,Graduate,59634,Married,,0,16657,18593,18452
4870,,32,Female,,12th,33999,Single,19-06-2025,0,,15465,11633
4871,,27,Male,Delhi,,68417,Married,14-11-2025,2,,26158,23025
4872,,,Male,Delhi,,30639,Single,13-05-2025,1,9370,7876,10307
4873,,27,Female,Delhi,10th,8000,Married,24-03-2023,2,50,0,100
4874,,32,Female,Pune,10th,33258,Married,20-06-2025,2,5245,13308,9713
4875,Rohit Verma,32,Male,Delhi,Graduate,276839,Single,10-06-2025,0,21405,,21870
4876,Sahil Kansal,42,Male,Delhi,Graduate,64767,Married,24-08-2025,,15524,27689,17233
4877,,27,Male,,Postgrad,88338,Single,22-08-2025,4,8656,,36879
4878,Pooja Yadav,,,Mumbai,Graduate,,Single,24-09-2023,1,21617,27873,27401
4879,Arjun Verma,25,Male,Delhi,Graduate,39539,Single,17-07-2024,1,7678,10190,7946
4880,,23,Male,Bengaluru,Postgrad,98936,Single,06-04-2023,3,12055,,33469
4881,,26,Male,Bengaluru,Graduate,43794,Single,29-04-2023,4,5369,17850,18173
4882,Riya Verma,,Female,Jaipur,Graduate,57399,Single,17-09-2024,,20553,25713,22773
,,33,Female,,,61769,Married,01-01-2024,0,22185,23763,21736
4884,,31,Male,Delhi,Graduate,60122,Married,18-08-2024,1,20793,24297,19665
4885,,27,Female,,Graduate,41810,Single,,1,12063,15049,14215
4886,,26,Female,Delhi,Graduate,54587,,11-09-2024,3,5411,17798,14734
4887,,,Male,Delhi,12th,,Single,15-01-2025,2,7960,18534,12440
4888,Riya Verma,26,Female,Chennai,Graduate,64765,Married,24-07-2023,2,14146,,29159
4889,,22,Male,Delhi,12th,49952,Single,18-07-2024,,17712,16824,16705
4890,,36,,Delhi,Postgrad,86833,Single,08-04-2023,2,14595,,30707
4891,,39,Male,Delhi,12th,,Single,07-11-2024,5,2755,27354,15245
4892,,18,Male,Delhi,,84516,Single,06-08-2024,4,8461,33213,38046
4893,,31,Male,Delhi,Graduate,45935,Single,10-07-2024,3,6494,19826,22065
4894,Deepak Mehta,,Male,Ahmedabad,,72172,Single,22-03-2024,1,,25956,21672
4895,,30,Female,Pune,Postgrad,77404,Single,09-07-2023,3,11254,33412,31527
4896,,26,Male,Kolkata,,56072,Divorced,08-10-2024,5,4197,17765,18657
4897,,35,Male,,,68997,Single,15-12-2025,2,15582,28246,27859
4898,Rahul Mehta,31,Male,,12th,51618,Married,18-01-2023,1,,20714,6335
4899,,35,Female,Kolkata,Graduate,47438,,05-09-2025,2,7438,15899,16559
4900,Meera Mehta,25,Female,Delhi,Graduate,71656,Married,07-04-2023,4,8321,24178,28557
4901,,21,Male,,12th,40580,Single,16-03-2024,4,,11420,11060
4902,,31,,Pune,,67008,Married,25-02-2025,5,5062,22030,31039
4903,,24,Male,Ahmedabad,Graduate,58166,,02-10-2023,7,3538,16890,27104
4904,,,Female,Delhi,10th,14103,Single,25-10-2025,1,106,2572,100
4905,,18,Female,,12th,17061,Single,27-07-2024,4,929,2335,3665
4906,,26,Male,Jaipur,12th,40911,Single,27-02-2023,4,4389,17276,18839
4907,,,Female,Bengaluru,Graduate,66695,Single,09-11-2025,,,27638,18851
4908,,,Male,Ahmedabad,Graduate,54367,Single,24-03-2025,3,900,,2462
4909,,30,Female,Delhi,Graduate,60679,Single,17-03-2024,2,6872,,16330
4910,,,Male,,10th,30771,Single,04-06-2025,3,3966,14322,14331
4911,,33,,Pune,12th,48561,Single,01-04-2025,1,10707,21092,12949
4912,,33,Male,Delhi,12th,50712,Single,,5,2112,19895,11176
4913,Rohit Patel,28,Male,Delhi,,37350,Married,01-04-2023,0,3857,10524,3381
4914,,41,,Chennai,Graduate,59075,Single,27-12-2023,4,7259,22455,30197
4915,Sahil Yadav,37,Male,Jaipur,12th,36757,Single,07-06-2024,6,3578,11286,18414
4916,,27,Female,,Graduate,55326,Single,27-01-2023,2,9647,26800,21447
4917,,28,Female,Delhi,Postgrad,71660,Single,12-04-2024,5,5427,27144,28221
4918,,27,Female,Delhi,Graduate,76479,Married,13-01-2025,1,33880,27952,29634
,Isha Kansal,31,Female,Delhi,Graduate,55022,Single,13-02-2025,5,3274,24811,17019
4920,,24,Male,Delhi,Graduate,26043,Single,19-02-2025,0,7604,6600,9292
4921,,,Male,Delhi,12th,,Single,01-03-2025,2,,,15379
4922,,18,Male,Mumbai,Graduate,,Married,11-01-2023,3,4965,21461,13754
4923,,,Male,,,26653,,30-09-2024,8,,8451,13341
4924,,35,Female,,Graduate,,Married,06-05-2024,4,6302,,20139
4925,,28,,Chennai,Postgrad,72695,Single,19-06-2023,6,5120,29307,29432
4926,,28,Male,Hyderabad,Graduate,67402,Married,19-01-2025,4,,23816,23209
4927,Deepak Agarwal,31,Male,Delhi,Graduate,86892,Married,03-02-2025,4,6217,35420,28521
4928,,23,Male,,Postgrad,79971,Married,02-06-2024,,28916,,29016
4929,,29,Female,Chennai,Postgrad,78626,Single,19-12-2024,1,35493,33482,28672
4930,,34,Male,Mumbai,Postgrad,91372,,29-07-2025,6,6475,35192,39744
4931,,,Female,Delhi,Graduate,38444,Single,15-03-2025,2,8120,17003,13379
4932,,34,,Bengaluru,,45986,,15-07-2025,2,7337,,16064
4933,,36,Female,Jaipur,12th,24438,Single,09-11-2025,,7187,7411,7512
4934,Arjun Singh,33,,Hyderabad,12th,50430,Single,01-08-2025,6,1509,13681,10730
4935,,25,Female,Pune,10th,18537,Single,28-03-2025,2,2566,13832,4764
4936,,27,Male,Delhi,12th,50466,Married,21-07-2024,5,3947,13991,20456
4937,,40,Male,Delhi,Graduate,70428,Single,29-03-2023,1,15862,27200,15970
4938,Priya Patel,31,Female,Delhi,Postgrad,80386,Married,17-09-2023,3,9165,27483,29465
4939,,30,Female,Bengaluru,Graduate,,Single,11-02-2024,4,4379,14591,19124
4940,Nikhil Yadav,24,Male,Delhi,10th,30482,Single,09-07-2025,2,7077,,12978
4941,Aarti Sharma,28,Female,Hyderabad,Graduate,,Single,24-01-2023,2,,15364,16151
4942,Arjun Jain,33,Male,Delhi,12th,30446,Married,,1,,12041,17462
4943,,,Female,Delhi,,64757,Single,11-01-2023,2,8683,,16439
4944,,26,Female,Delhi,Postgrad,78903,Single,11-05-2024,3,,28267,29291
4945,,27,Male,Jaipur,12th,47490,Single,28-07-2023,2,6699,12168,12854
4946,,36,Female,Delhi,Graduate,,Married,09-03-2025,4,4510,,18248
4947,,33,Female,Delhi,,70861,Single,14-08-2025,3,11472,27500,33060
4948,Neha Yadav,32,Female,Delhi,Postgrad,80798,Single,20-07-2024,3,,29160,30626
4949,Riya Patel,31,Female,,Graduate,41084,Single,20-05-2024,4,3892,14851,16762
4950,,22,Female,Delhi,12th,40084,Single,05-11-2023,3,,15456,10619
4951,,,Male,Delhi,10th,37785,Single,08-10-2023,0,,18056,10386
4952,,35,Female,,Graduate,63810,Single,12-04-2023,6,3602,30700,21231
4953,,28,Male,,12th,24758,Single,05-10-2023,2,6995,11272,13390
4954,,34,Female,Delhi,Graduate,58752,Single,25-03-2023,5,3550,28088,20719
4955,,32,Male,,,92851,Single,13-08-2023,10,4216,,46825
4956,,34,Male,Jaipur,12th,17944,Single,17-02-2023,1,7559,2915,8135
4957,,29,Female,Lucknow,12th,34217,Single,05-05-2024,3,4065,14119,13816
4958,,,Male,Delhi,,52276,Single,29-08-2025,1,13749,21986,12513
4959,,,,Chennai,10th,22544,Single,22-10-2025,4,2798,16811,14053
4960,,29,Female,,,45517,Single,29-06-2023,2,5956,11514,12147
4961,,33,Male,Delhi,12th,,Single,24-08-2025,2,4521,12472,10997
4962,,31,Male,Delhi,Postgrad,90722,,12-02-2024,6,5665,,34065
4963,,35,Male,Delhi,,,Single,12-06-2024,2,3442,21970,7492
4964,,28,Male,Bengaluru,12th,47278,Single,27-03-2025,2,,,13746
4965,,26,Male,Kolkata,Postgrad,67695,Single,30-08-2023,3,8681,22555,27517
4966,,20,Male,Chennai,12th,41359,,15-09-2025,1,,12856,12632
4967,,27,Male,Delhi,Graduate,66837,Single,01-11-2025,2,8045,24363,15822
4968,,,Male,Mumbai,Graduate,,,,,9791,20902,7743
4969,,33,Male,Chennai,,50331,Single,12-06-2025,6,2774,18065,14693
4970,,,Female,,Postgrad,71707,Single,17-03-2025,1,27203,22869,29024
4971,,35,Female,Delhi,Postgrad,63911,Single,08-11-2025,3,8296,21111,24610
4972,Karan Agarwal,,Male,Jaipur,12th,21271,Single,25-05-2023,4,,11912,8527
4973,,28,Male,,Postgrad,85231,Single,13-01-2024,1,27751,36176,28639
4974,,26,Female,Pune,12th,38006,Married,06-08-2025,4,2667,,10215
4975,Isha Singh,31,Female,Delhi,Graduate,53718,Single,08-07-2025,,28507,23943,25866
4976,Deepak Singh,30,Male,,Graduate,56788,Single,23-03-2024,2,6612,,13661
4977,,,Male,,Graduate,61618,Single,16-05-2025,3,9120,19022,27752
4978,,39,,Bengaluru,Graduate,65819,Single,05-12-2023,2,14475,21118,29930
4979,,31,Female,Delhi,Postgrad,81550,,20-09-2025,3,11646,24656,33114
4980,Kritika Jain,26,Female,Delhi,Graduate,48985,Single,20-02-2024,3,6881,16691,22949
4981,,32,Female,Delhi,,76133,,05-11-2023,4,4687,29452,18096
4982,,40,Male,Pune,10th,18211,Single,25-10-2023,3,3896,11134,12265
4983,,33,Male,Delhi,Postgrad,64133,Single,25-10-2023,2,12595,22914,21282
4984,,,Male,Delhi,Graduate,56528,Single,05-09-2025,3,7479,19731,24274
4985,,20,Male,Delhi,Postgrad,82184,Single,26-07-2024,,31010,29913,30687
4986,,31,Male,,Graduate,63969,Single,29-03-2024,1,20433,28499,21474
4987,Isha Yadav,28,Female,,Graduate,40231,Married,13-08-2025,2,3166,16558,6292
4988,,25,Male,Pune,Graduate,,,02-07-2023,5,3249,,16379
4989,,29,Female,,Graduate,65810,Married,24-09-2025,3,6947,20431,19524
4990,,30,Male,,,59213,Single,14-01-2023,3,4763,24901,20095
4991,,26,Male,Delhi,Graduate,,Single,14-10-2024,6,2849,22451,17161
4992,,30,Female,Delhi,Graduate,,Single,20-11-2025,2,4385,,9460
4993,,28,Female,Bengaluru,Graduate,60038,Single,28-01-2024,,11854,18589,13165
4994,,33,Male,Mumbai,12th,35398,Single,03-09-2024,2,,16564,7530
4995,Sneha Yadav,30,Female,Delhi,Postgrad,69454,Divorced,30-10-2024,,21848,26702,24027
4996,Pranav Verma,,Male,Pune,,44140,Single,18-06-2024,2,7385,15210,15284
4997,,34,Male,,Graduate,,Single,13-07-2025,2,11354,23568,19867
4998,,32,Male,Delhi,Graduate,59583,Married,12-01-2024,4,6089,,21941
4999,,29,Male,Delhi,10th,43957,Single,18-12-2025,3,5943,,16532
5000,,,Female,Mumbai,10th,49862,,15-10-2023,2,10077,18782,25449
5001,,32,Male,Mumbai,12th,48667,Married,30-09-2024,2,9318,21142,16135
5002,,24,,Delhi,Postgrad,68621,Single,,5,6218,22781,26756
5003,,29,Female,Delhi,Graduate,77776,Married,25-04-2023,6,4387,29912,33510
5004,,31,Male,Pune,Graduate,,Single,27-10-2023,4,6828,18533,25468
5005,,36,Male,Lucknow,Graduate,50069,Single,13-01-2025,3,4642,,16096
5006,,39,Male,Hyderabad,10th,20248,Single,18-12-2025,1,9212,12769,8648
5007,,24,Female,,,36394,Single,03-04-2023,3,5593,16079,16520
5008,,,Female,Delhi,Graduate,67337,,30-06-2023,5,3359,21642,19809
5009,,31,Female,,12th,45452,Single,07-04-2025,1,16365,,14467
5010,,30,Male,,Graduate,60580,Divorced,06-03-2023,2,9861,16127,21810
5011,,22,Male,Chennai,,29306,Single,31-12-2025,5,4288,8997,19281
5012,,29,Male,Delhi,Graduate,52807,Single,06-01-2023,4,4690,,16851
5013,Rahul Jain,32,Male,Delhi,Postgrad,73879,Single,09-11-2025,6,,28079,22972
5014,Priya Mehta,22,Female,Chennai,Graduate,,Single,17-01-2025,5,2989,22006,15825
5015,,24,Male,Jaipur,Postgrad,79200,Single,16-04-2023,,30063,21633,28663
5016,,25,Male,Delhi,12th,16557,,20-05-2023,0,13856,,10875
5017,,28,Male,Mumbai,12th,59964,Married,22-08-2023,3,6581,21811,18150
5018,,,Male,Delhi,10th,36231,Single,31-10-2023,2,9687,18552,19009
5019,Sneha Patel,27,Female,Delhi,Postgrad,,Single,28-01-2024,1,37072,26356,34836
5020,,,Male,Jaipur,Graduate,58085,Married,02-03-2023,2,,17737,22509
5021,,41,Female,,Graduate,62128,Single,04-11-2023,,16681,24597,19523
5022,,24,Female,Delhi,12th,33594,Single,30-03-2023,1,13712,18672,13748
5023,,25,Female,Chennai,Graduate,53511,Single,12-12-2024,6,4590,21110,22177
5024,Aarti Sharma,33,Female,Delhi,Graduate,44420,Married,20-01-2024,3,5495,12142,15467
5025,,34,Female,Lucknow,Postgrad,67405,Single,23-02-2023,,23941,27850,26490
5026,,31,Female,Mumbai,12th,42452,,09-03-2025,3,1367,19241,5010
5027,,39,Male,Delhi,,44791,Single,29-06-2024,4,3544,15357,15257
5028,Karan Verma,,Male,Mumbai,Graduate,,Married,09-07-2023,3,6745,16672,20396
5029,Aarti Patel,,Female,Delhi,Graduate,51314,Single,06-10-2024,3,7969,22150,20097
5030,,30,Male,,10th,41541,Married,31-12-2024,3,4273,17172,11080
5031,,26,Male,Bengaluru,12th,44925,,26-06-2024,,8883,16637,9623
5032,,,Female,Mumbai,Postgrad,,,15-11-2024,4,10562,16871,38558
5033,Rahul Sharma,34,Male,Mumbai,Graduate,55406,Single,22-10-2024,9,2707,14761,26637
5034,,,Male,Pune,12th,50201,Single,19-10-2025,2,7519,23380,16314
5035,,36,Female,Hyderabad,Graduate,40670,Single,24-08-2023,2,7754,14270,15442
5036,,34,Male,Delhi,Graduate,52816,,29-08-2023,4,5819,17621,27900
5037,Isha Verma,,Female,Hyderabad,Graduate,,Single,21-10-2025,5,3433,26847,17708
5038,Rahul Mehta,,Male,Delhi,,89101,Married,04-12-2025,2,13932,33076,26960
5039,,,Female,,12th,32736,Married,03-06-2024,0,10028,,9908
5040,,18,Female,Bengaluru,Postgrad,92843,Single,21-01-2023,1,30279,34941,25726
5041,,31,Male,Delhi,10th,,Single,23-11-2025,3,5852,17925,15627
5042,,35,Male,Delhi,Graduate,55142,Single,05-10-2023,2,9535,23301,16710
5043,Sahil Jain,29,Male,Delhi,Graduate,59676,,28-09-2025,2,,26632,20731
5044,,33,Male,,Graduate,61996,Single,11-01-2025,2,11578,,24250
5045,,30,Male,Delhi,10th,,Single,23-03-2023,2,6040,19412,10568
5046,,25,Female,Delhi,Graduate,50176,Single,,4,7009,22469,27608
5047,,25,Male,Jaipur,,19481,Single,02-03-2023,1,921,8093,839
5048,,33,Female,Pune,,60707,Single,03-12-2023,1,18317,21066,18703
5049,,26,Male,,Postgrad,70764,Single,05-10-2025,3,5955,24434,18540
5050,,21,Female,Delhi,Postgrad,85865,Single,07-11-2023,6,,27029,28864
5051,Aman Kansal,30,,Pune,Graduate,,Single,14-11-2025,1,16087,18791,13724
5052,,26,Male,Hyderabad,12th,46349,,27-07-2023,1,14226,17300,12825
5053,Aman Jain,22,Male,Delhi,Graduate,44316,Single,09-12-2023,3,,19780,16301
5054,,29,Male,Delhi,Graduate,60170,Single,19-10-2023,2,9516,,15522
5055,Anjali Yadav,33,Female,Kolkata,Graduate,,Single,11-08-2024,4,3232,20146,12153
5056,Rahul Singh,29,Male,Kolkata,Graduate,58843,Married,07-09-2024,1,,20996,15817
5057,,23,Male,Pune,Postgrad,,Married,20-08-2024,2,16286,18141,27384
5058,,32,Male,,Graduate,69329,Divorced,31-10-2023,,25044,22436,26131
5059,,35,Female,Bengaluru,Postgrad,87477,Married,23-08-2024,1,33809,33839,29430
5060,Nikhil Jain,41,Male,Delhi,Graduate,66159,Divorced,24-07-2024,1,30030,20517,27971
5061,Aman Agarwal,37,Male,Pune,12th,43770,Single,03-04-2023,1,14183,13455,11870
5062,,23,Male,Delhi,12th,36705,Married,05-02-2024,4,2647,9686,8170
5063,,34,Male,Kolkata,Graduate,68923,,07-07-2025,4,5100,19283,24826
5064,Deepak Agarwal,30,Male,Jaipur,,46332,Married,08-08-2024,3,3799,25953,11649
5065,,23,Female,Delhi,,58157,Single,21-04-2025,2,12305,16563,21697
5066,,31,Male,Kolkata,12th,25537,Single,26-01-2023,3,1294,13911,4700
5067,Sneha Sharma,40,Female,Delhi,Graduate,62561,Married,08-05-2023,4,3768,22550,16828
5068,,36,Male,Delhi,Graduate,51371,Single,,3,5488,,17366
5069,,,Male,Mumbai,Postgrad,104800,Married,15-04-2023,4,10353,41489,39743
5070,Rohit Kansal,,Male,Ahmedabad,10th,8302,Single,20-04-2023,2,62,1659,100
5071,,32,Male,Delhi,Postgrad,82776,Married,28-03-2023,,33766,41634,30493
5072,,19,Male,Delhi,12th,43006,Married,25-05-2025,3,5502,13575,14960
5073,,,Male,Delhi,Graduate,57329,Single,23-06-2024,0,9461,21735,9305
5074,,30,Male,Delhi,Graduate,,Single,27-08-2024,3,,23083,15756
5075,Kritika Sharma,,Female,Hyderabad,12th,31555,Single,14-02-2023,3,4175,11784,11866
5076,,,Male,Ahmedabad,,29813,Single,09-10-2024,0,10768,13285,9711
5077,,31,Male,Bengaluru,12th,36033,Married,14-03-2024,3,3274,16050,10753
5078,,35,Male,,Graduate,,Single,14-03-2023,3,7660,20283,21473
5079,,28,Male,Delhi,Postgrad,,Single,02-09-2023,,27813,25357,27315
5080,,29,Female,Delhi,Graduate,66308,Single,16-02-2024,2,9411,21776,19852
5081,,32,Male,Bengaluru,10th,27114,Single,25-04-2025,2,5417,8805,8469
5082,,31,Female,Ahmedabad,Graduate,52449,Single,03-01-2023,1,18712,19756,18677
5083,,20,Male,Bengaluru,Postgrad,89501,Single,26-02-2025,3,8747,43078,32750
5084,,24,,Delhi,10th,43868,Single,26-11-2025,,9185,13963,9568
5085,Kritika Verma,27,Female,,Postgrad,79288,Single,02-01-2024,7,4911,31666,35937
5086,Nikhil Jain,24,Male,Mumbai,Graduate,55450,Single,02-06-2023,6,2568,21649,17007
5087,,37,Female,Mumbai,,74933,Single,01-08-2023,3,13404,27366,38584
5088,,32,Male,,Graduate,53831,Married,20-12-2025,5,3760,25474,18953
5089,,23,Female,,Graduate,80211,Married,06-01-2023,4,6642,33064,27820
5090,Vikram Mehta,28,Male,Lucknow,Postgrad,75118,Single,05-11-2025,2,14284,30471,27920
5091,Aman Yadav,35,Male,,Graduate,52162,Single,13-10-2023,2,5046,18725,9077
5092,,25,Female,Delhi,10th,40480,Single,16-12-2023,3,4449,,14777
5093,Sahil Verma,,Male,Delhi,Postgrad,,Single,14-10-2023,1,29257,24274,25152
5094,,37,Male,,Postgrad,61370,Married,31-03-2023,1,22943,23979,22596
5095,Riya Verma,36,Female,Delhi,Graduate,40690,Single,09-04-2024,3,4673,15726,14682
5096,Arjun Verma,30,Male,Delhi,12th,51855,Single,12-09-2024,3,8753,20409,26590
5097,Neha Singh,36,Female,Mumbai,12th,,Single,09-07-2024,1,9078,22344,10896
5098,,26,Female,Delhi,Graduate,48742,Single,02-08-2023,1,15855,17652,16124
5099,Pooja Agarwal,,Female,Chennai,12th,40637,Single,02-09-2023,6,2780,,19405
5100,,30,Female,Lucknow,Graduate,47562,Single,23-04-2023,2,13588,,22892
5101,,35,Male,Delhi,Postgrad,72725,Single,04-02-2025,2,11119,28076,20886
5102,Rohit Sharma,27,,Bengaluru,12th,35092,Single,07-06-2025,4,1221,16602,6212
5103,,32,Male,,12th,29204,Single,05-10-2023,2,2063,10311,3206
5104,,32,Female,,,61857,Single,03-09-2025,0,11110,25085,12861
5105,Isha Sharma,,Female,Delhi,Graduate,67869,Single,20-12-2023,3,7227,28354,25068
5106,Pranav Kansal,24,Male,Delhi,12th,51894,Single,01-09-2023,2,7601,20939,17394
5107,,28,Male,,12th,,Single,,3,3454,17480,10352
5108,,35,Male,Delhi,Postgrad,515559,Married,10-07-2024,4,11042,185548,38585
5109,,19,Male,Delhi,10th,56265,Married,09-05-2023,3,6364,21756,20974
5110,,27,Female,,Graduate,57527,Single,04-01-2023,4,5150,18379,20331
5111,,36,Male,Delhi,Graduate,40593,Single,,5,3621,5850,18500
5112,,22,Female,Hyderabad,10th,27375,Single,22-09-2024,2,,10538,13120
5113,,36,Female,Delhi,Postgrad,,Single,15-07-2024,3,8408,19377,26472
5114,,23,Female,Delhi,10th,28755,Married,28-05-2024,,,,13362
5115,,24,Male,Bengaluru,Graduate,,Married,13-11-2025,2,10885,20437,20376
5116,,,Female,Lucknow,Graduate,45286,Single,19-03-2024,1,13780,19669,12890
5117,,39,Female,Delhi,Graduate,52300,Single,30-06-2024,2,9087,18611,17301
5118,,25,Female,Delhi,Graduate,50390,Single,02-02-2025,2,10944,22783,20981
5119,Sahil Kansal,19,Male,Delhi,12th,38948,Married,25-06-2025,5,2706,15260,15395
5120,Deepak Sharma,21,Male,,10th,28226,Married,26-05-2023,1,,12406,8422
5121,,34,Female,Bengaluru,,68174,Married,31-07-2024,4,7688,28588,27765
5122,Rohit Agarwal,22,Male,Hyderabad,10th,33903,Single,10-10-2024,4,3042,9622,13238
5123,,,Male,,12th,39040,Married,16-09-2023,1,15451,21973,12709
5124,,,Male,Kolkata,12th,,Single,30-12-2025,2,2630,23069,5385
5125,,29,Male,Chennai,,66815,Married,07-03-2024,2,7841,20661,16589
5126,,31,Male,Delhi,10th,,Single,14-06-2023,3,5599,24386,17123
5127,,25,Male,Delhi,Graduate,54897,Single,19-03-2024,3,6451,20803,18247
5128,Rohit Mehta,30,Male,Delhi,Graduate,54485,Single,29-10-2025,4,4321,16525,20600
5129,,22,Female,Hyderabad,Graduate,,Married,21-03-2024,,14194,23295,12652
5130,,,Female,Mumbai,12th,,Single,19-12-2025,2,8111,21532,15960
5131,,23,Male,Delhi,Postgrad,74996,Single,16-01-2025,3,5150,25550,
5132,,31,Male,Pune,12th,41141,,13-05-2025,2,4995,11139,10280
5133,,23,Male,,12th,26618,Single,21-11-2024,,5230,11138,4414
5134,Arjun Jain,26,Male,,12th,32429,Married,02-06-2024,2,4208,12819,9283
5135,,27,,Delhi,,77241,,01-10-2024,4,8794,25588,34828
5136,,45,Male,Delhi,Postgrad,86117,Married,21-06-2024,2,15669,30000,29711
5137,,29,Male,Delhi,,53863,Single,30-03-2023,3,3369,,11161
